locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSG00000086598,TMED2,8,"453,455,348,459,456,454,452,457","E,E,NE,E,NE,E,E,E",Conditional
ENSG00000086619,ERO1LB,3,"457,453,348","NE,NE,NE",Nonessential
ENSG00000086666,ZFAND6,7,"457,348,455,452,456,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000086696,HSD17B2,7,"348,453,454,455,457,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000086712,TXLNG,7,"348,457,453,454,456,455,452","NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000086717,PPEF1,7,"452,453,348,457,455,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000086730,LAT2,7,"456,452,348,454,453,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000086758,HUWE1,8,"452,449,451,348,456,459,454,455","E,E,E,NE,E,E,NE,E",Conditional
ENSG00000086827,ZW10,7,"454,348,456,452,455,457,453","NE,E,NE,NE,NE,E,E",Conditional
ENSG00000086848,FDXACB1,7,"453,452,454,455,348,457,456","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000086967,MYBPC2,7,"454,453,452,456,348,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000086991,NOX4,7,"455,452,454,453,457,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087008,ACOX3,7,"455,348,457,452,454,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087053,MTMR2,7,"452,453,455,454,348,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087074,PPP1R15A,8,"459,457,454,455,452,453,456,348","E,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000087076,HSD17B14,7,"455,454,457,452,348,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087077,TRIP6,8,"348,452,457,459,453,455,456,454","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000087085,ACHE,8,"454,455,457,456,453,459,348,452","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000087086,FTL,6,"453,454,457,452,455,456","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087087,SRRT,8,"456,457,348,454,453,455,459,452","E,E,NE,E,E,E,E,E",Conditional
ENSG00000087088,BAX,7,"452,454,457,348,456,453,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087095,NLK,7,"455,348,452,454,453,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087111,PIGS,8,"456,452,348,457,455,454,459,453","NE,NE,NE,E,E,NE,E,NE",Conditional
ENSG00000087116,ADAMTS2,7,"453,452,457,456,348,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087128,TMPRSS11E,7,"454,455,456,452,348,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087152,ATXN7L3,8,"456,455,457,454,459,453,452,348","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000087157,PGS1,8,"348,452,455,454,456,457,459,453","NE,E,NE,E,E,E,E,E",Conditional
ENSG00000087191,PSMC5,9,"453,456,455,348,452,451,454,459,457","E,E,E,E,E,E,E,E,E",Essential
ENSG00000087206,UIMC1,7,"457,452,455,456,348,454,453","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000087237,CETP,7,"348,453,457,456,454,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087245,MMP2,7,"452,348,456,454,453,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087250,MT3,8,"457,453,449,348,452,456,454,455","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000087253,LPCAT2,7,"453,457,452,454,456,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087258,GNAO1,7,"455,454,453,452,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087263,OGFOD1,8,"456,453,455,454,452,457,450,348","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000087266,SH3BP2,7,"452,453,456,454,455,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087269,NOP14,9,"459,452,453,456,454,451,348,457,455","E,E,E,E,NE,E,NE,E,NE",Conditional
ENSG00000087274,ADD1,8,"455,456,459,454,348,453,457,452","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000087299,L2HGDH,8,"444,348,457,455,454,452,456,453","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000087301,TXNDC16,7,"454,348,455,456,457,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087302,C14orf166,7,"452,456,348,453,455,454,457","NE,NE,NE,E,E,E,E",Conditional
ENSG00000087303,NID2,7,"453,456,452,454,348,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087338,GMCL1,8,"459,456,457,453,348,455,454,452","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000087365,SF3B2,8,"453,456,459,457,452,454,348,455","E,E,E,E,E,E,NE,E",Conditional
ENSG00000087448,KLHDC5,8,"455,453,454,348,459,457,456,452","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000087460,GNAS,7,"452,453,457,455,456,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087470,DNM1L,9,"454,457,453,459,452,449,348,455,456","E,E,E,E,E,E,NE,E,E",Conditional
ENSG00000087494,PTHLH,6,"456,452,454,453,457,455","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087495,PHACTR3,7,"455,454,456,453,452,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087502,ERGIC2,9,"449,451,453,454,455,457,456,452,348","E,E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000087510,TFAP2C,10,"348,456,457,453,444,449,454,455,452,459","E,NE,E,NE,E,E,NE,NE,NE,E",Conditional
ENSG00000087586,AURKA,7,"457,456,348,453,452,455,454","E,E,E,E,E,E,E",Essential
ENSG00000087589,CASS4,8,"454,455,348,457,456,451,452,453","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000087842,PIR,7,"453,454,457,455,348,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087884,C11orf67,7,"456,453,348,457,454,452,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087903,RFX2,7,"455,457,456,348,454,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000087916,SLC6A14,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000087995,METTL2A,8,"348,455,453,452,456,457,450,454","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000088002,SULT2B1,7,"454,455,452,453,456,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088035,ALG6,8,"459,454,452,348,453,455,456,457","E,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000088038,CNOT3,8,"456,457,453,459,455,454,452,348","E,E,E,E,E,NE,NE,NE",Conditional
ENSG00000088053,GP6,7,"348,453,454,457,452,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088179,PTPN4,7,"455,454,453,452,457,348,456","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000088205,DDX18,8,"456,459,455,453,348,454,457,452","E,E,E,E,NE,E,E,E",Conditional
ENSG00000088247,KHSRP,8,"452,348,459,457,456,453,455,454","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000088256,GNA11,8,"454,453,348,452,456,459,455,457","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000088280,ASAP3,7,"457,456,453,454,452,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088298,EDEM2,7,"455,452,456,457,454,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088305,DNMT3B,7,"452,454,455,457,456,453,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000088320,REM1,8,"348,452,454,453,455,456,457,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000088325,TPX2,8,"459,348,457,456,452,454,455,453","E,NE,E,E,E,E,E,E",Conditional
ENSG00000088356,PDRG1,8,"452,453,459,454,457,348,456,455","NE,E,E,E,E,NE,E,E",Conditional
ENSG00000088367,EPB41L1,7,"455,457,453,452,454,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088386,SLC15A1,7,"348,455,452,457,456,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088387,DOCK9,7,"454,348,457,452,455,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088448,ANKRD10,7,"456,455,348,454,452,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088451,TGDS,7,"452,455,348,456,453,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088538,DOCK3,7,"456,455,453,452,348,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088543,C3orf18,7,"457,452,455,456,453,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088682,COQ9,7,"348,456,457,455,452,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088726,TMEM40,7,"455,348,457,456,454,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088727,KIF9,8,"452,443,457,455,453,348,454,456","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000088756,ARHGAP28,7,"456,453,348,452,455,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088766,CRLS1,8,"455,453,459,456,452,457,454,348","NE,E,E,E,E,E,E,NE",Conditional
ENSG00000088782,DEFB127,7,"348,456,453,455,452,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088808,PPP1R13B,8,"455,456,454,348,453,457,444,452","NE,NE,NE,E,NE,NE,E,NE",Conditional
ENSG00000088812,ATRN,8,"452,453,457,456,454,455,348,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000088826,SMOX,7,"457,452,456,455,348,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088827,SIGLEC1,7,"454,456,457,348,453,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088832,FKBP1A,7,"452,456,457,453,455,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088833,NSFL1C,7,"454,452,457,456,348,453,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088836,SLC4A11,7,"455,457,453,454,348,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088854,C20orf194,7,"456,348,455,454,457,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088876,ZNF343,8,"454,455,456,348,453,457,459,452","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000088881,EBF4,5,"452,455,454,348,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000088882,CPXM1,8,"456,449,452,453,454,455,457,348","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000088888,MAVS,7,"454,452,348,456,453,457,455","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000088899,,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000088926,F11,7,"453,452,454,455,457,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000088930,XRN2,8,"348,452,456,454,453,455,457,459","NE,E,E,E,E,NE,E,E",Conditional
ENSG00000088986,DYNLL1,7,"453,452,348,454,456,457,455","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000088992,TESC,5,"455,348,452,456,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000089006,SNX5,7,"455,457,348,454,453,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089009,RPL6,7,"348,455,452,454,453,456,457","NE,E,E,E,E,E,E",Conditional
ENSG00000089012,SIRPG,7,"454,455,348,452,457,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089022,MAPKAPK5,8,"454,452,451,348,455,456,453,457","E,NE,E,E,NE,NE,NE,NE",Conditional
ENSG00000089041,P2RX7,6,"457,454,452,453,455,456","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089048,ESF1,8,"456,454,457,459,348,455,452,453","E,NE,E,E,NE,E,NE,E",Conditional
ENSG00000089050,RBBP9,7,"457,456,453,454,452,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089053,ANAPC5,8,"455,456,453,454,348,459,457,452","E,E,E,E,E,E,E,E",Essential
ENSG00000089057,SLC23A2,7,"452,457,455,456,454,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089060,SLC24A6,5,"455,452,348,454,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000089063,C20orf30,7,"456,452,457,455,454,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089091,C20orf12,5,"348,452,456,454,455","NE,NE,NE,NE,NE",Nonessential
ENSG00000089094,KDM2B,8,"348,456,453,451,455,457,454,452","NE,NE,NE,E,NE,NE,E,NE",Conditional
ENSG00000089101,C20orf26,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000089116,LHX5,7,"455,456,452,348,453,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089123,TASP1,7,"457,452,456,455,454,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089127,OAS1,7,"348,452,456,457,454,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089154,GCN1L1,3,"453,457,348","NE,E,NE",Conditional
ENSG00000089157,RPLP0,8,"348,456,457,453,455,454,452,459","NE,E,E,E,E,E,E,E",Conditional
ENSG00000089159,PXN,8,"459,457,456,452,348,455,454,453","E,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000089163,SIRT4,7,"453,456,457,348,454,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089169,RPH3A,7,"348,457,453,456,455,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089177,KIF16B,7,"455,454,457,348,456,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089195,TRMT6,8,"452,456,457,455,454,348,459,453","E,NE,E,NE,NE,NE,E,E",Conditional
ENSG00000089199,CHGB,7,"453,457,452,454,348,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089220,PEBP1,7,"454,455,453,456,457,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089225,TBX5,7,"348,455,453,454,452,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089234,BRAP,8,"456,453,348,454,455,459,452,457","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000089248,ERP29,8,"457,456,454,348,453,452,455,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000089250,NOS1,7,"457,348,454,456,455,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089280,FUS,7,"452,454,457,348,453,456,455","NE,NE,E,NE,E,NE,NE",Conditional
ENSG00000089289,IGBP1,8,"456,457,452,348,459,455,454,453","E,E,NE,NE,E,E,NE,E",Conditional
ENSG00000089327,FXYD5,6,"453,452,457,456,454,455","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089335,ZNF302,7,"455,457,454,453,452,348,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089351,GRAMD1A,6,"456,454,455,453,457,452","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089356,FXYD3,7,"452,455,456,454,457,348,453","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000089472,HEPH,7,"453,452,454,455,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089486,C16orf5,8,"457,453,452,456,455,459,348,454","NE,NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000089505,CMTM1,7,"454,455,453,452,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089558,KCNH4,8,"456,457,452,453,454,455,451,348","NE,NE,NE,NE,NE,NE,E,E",Conditional
ENSG00000089597,GANAB,7,"455,453,456,457,452,348,454","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000089639,GMIP,7,"456,453,348,455,454,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089682,RBM41,7,"453,454,456,455,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089685,BIRC5,8,"459,453,457,456,455,454,348,452","E,E,E,E,E,E,E,E",Essential
ENSG00000089692,LAG3,7,"452,457,454,455,453,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089693,MLF2,9,"348,453,452,457,459,451,455,454,456","NE,NE,NE,NE,E,E,NE,NE,NE",Conditional
ENSG00000089723,OTUB2,7,"456,455,453,348,457,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089737,DDX24,8,"452,348,456,457,453,455,459,454","E,NE,E,E,E,E,E,E",Conditional
ENSG00000089775,ZBTB25,6,"454,348,452,456,459,455","NE,NE,NE,NE,E,NE",Conditional
ENSG00000089818,NECAP1,8,"455,348,451,452,453,457,454,456","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000089820,ARHGAP4,8,"456,449,348,455,452,454,457,453","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000089847,ANKRD24,7,"453,452,456,348,455,457,454","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000089876,DHX32,7,"454,348,453,456,452,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000089902,RCOR1,5,"454,455,348,456,452","NE,NE,NE,NE,E",Conditional
ENSG00000089916,C14orf118,7,"455,454,456,453,452,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090006,LTBP4,2,"348,459","NE,E",Conditional
ENSG00000090013,BLVRB,7,"453,455,452,456,454,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090020,SLC9A1,7,"455,454,457,452,456,348,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090054,SPTLC1,7,"454,457,348,453,456,455,452","NE,NE,NE,E,NE,NE,E",Conditional
ENSG00000090060,PAPOLA,8,"452,456,348,454,459,457,453,455","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000090061,CCNK,8,"455,459,348,452,456,454,453,457","E,E,NE,NE,E,NE,E,E",Conditional
ENSG00000090097,PCBP4,8,"456,348,459,457,452,455,454,453","NE,E,E,NE,NE,NE,NE,NE",Conditional
ENSG00000090104,RGS1,7,"452,455,456,457,348,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090238,YPEL3,7,"453,457,452,456,455,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090263,MRPS33,7,"456,454,457,453,452,459,455","NE,NE,E,E,NE,E,NE",Conditional
ENSG00000090266,NDUFB2,8,"455,452,454,456,453,459,457,348","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000090269,CLEC5A,1,348,NE,Nonessential
ENSG00000090273,NUDC,8,"348,456,452,454,455,457,453,459","NE,E,E,E,E,E,E,E",Conditional
ENSG00000090316,MAEA,7,"455,348,456,454,453,452,457","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000090339,ICAM1,8,"457,456,455,454,348,450,452,453","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000090372,STRN4,7,"455,452,457,456,348,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090376,IRAK3,8,"454,456,455,457,453,452,348,451","NE,NE,NE,NE,NE,NE,E,E",Conditional
ENSG00000090382,LYZ,7,"348,453,456,457,454,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090402,SI,7,"452,455,454,453,456,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090432,MUL1,7,"457,455,452,453,348,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090447,TFAP4,8,"457,459,456,453,452,455,454,348","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000090470,PDCD7,8,"348,459,457,453,456,455,454,452","NE,E,NE,NE,NE,NE,NE,E",Conditional
ENSG00000090487,SPG21,7,"452,457,453,456,454,455,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090512,FETUB,7,"452,348,453,455,454,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090520,DNAJB11,5,"348,456,452,454,455","NE,E,NE,NE,NE",Conditional
ENSG00000090530,LEPREL1,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000090534,THPO,7,"348,456,453,455,457,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090539,CHRD,7,"452,454,348,457,453,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090554,FLT3LG,8,"455,453,348,452,454,457,456,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000090565,RAB11FIP3,7,"457,454,453,348,455,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090581,GNPTG,7,"456,455,454,453,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090612,ZNF268,7,"456,457,453,454,455,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090615,GOLGA3,5,"348,455,456,452,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000090621,PABPC4,8,"454,455,442,453,457,348,452,456","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000090659,CD209,7,"456,455,453,457,452,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090661,LASS4,7,"453,348,454,455,457,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090674,MCOLN1,7,"452,453,457,456,348,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090686,USP48,8,"452,453,454,455,456,348,457,459","NE,NE,NE,E,E,NE,NE,E",Conditional
ENSG00000090776,EFNB1,7,"455,454,453,452,348,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090857,PDPR,8,"453,455,457,459,348,454,456,452","NE,NE,NE,E,E,NE,NE,NE",Conditional
ENSG00000090861,AARS,8,"452,348,456,457,453,459,454,455","E,NE,E,E,E,E,E,E",Conditional
ENSG00000090863,GLG1,7,"454,453,348,455,452,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090889,KIF4A,9,"452,348,454,455,453,457,456,459,451","NE,NE,NE,NE,E,E,NE,E,E",Conditional
ENSG00000090905,TNRC6A,8,"348,456,452,455,454,453,459,457","NE,NE,NE,NE,NE,NE,E,E",Conditional
ENSG00000090920,FCGBP,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000090924,PLEKHG2,8,"453,455,454,451,452,456,348,457","NE,NE,E,E,NE,NE,NE,NE",Conditional
ENSG00000090932,DLL3,8,"459,452,455,457,453,348,456,454","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000090971,NAT14,7,"455,457,348,452,454,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090975,PITPNM2,6,"453,456,452,457,455,454","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000090989,EXOC1,8,"452,453,454,348,457,455,459,456","E,E,NE,NE,E,E,E,NE",Conditional
ENSG00000091009,RBM27,7,"456,453,454,452,457,455,348","NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000091010,POU4F3,8,"348,453,456,451,454,455,452,457","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000091039,OSBPL8,7,"457,348,454,456,453,452,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091073,DTX2,7,"457,456,455,454,348,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091106,NLRC4,8,"456,457,451,452,455,453,454,348","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000091127,PUS7,7,"348,456,452,457,453,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091128,LAMB4,5,"455,452,348,456,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000091129,NRCAM,7,"455,454,348,452,456,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091136,LAMB1,7,"453,348,455,454,457,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091137,SLC26A4,7,"456,455,454,453,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091138,SLC26A3,7,"457,453,348,456,452,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091140,DLD,8,"459,456,453,454,455,452,457,348","E,NE,E,E,E,E,E,NE",Conditional
ENSG00000091157,WDR7,8,"348,454,459,457,453,456,455,452","E,E,E,NE,E,E,E,E",Conditional
ENSG00000091164,TXNL1,7,"452,348,454,455,457,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091181,IL5RA,8,"457,452,451,453,348,454,455,456","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000091262,ABCC6,7,"456,453,452,457,348,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091317,CMTM6,7,"455,453,456,457,452,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091409,ITGA6,7,"454,457,455,456,453,348,452","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000091428,RAPGEF4,7,"452,456,453,457,348,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091436,,3,"457,348,453","NE,E,NE",Conditional
ENSG00000091482,SMPX,7,"453,454,452,456,348,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091483,FH,8,"459,456,454,453,452,457,455,348","E,E,NE,E,E,E,NE,E",Conditional
ENSG00000091490,SEL1L3,7,"348,452,454,455,457,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091513,TF,7,"457,456,348,452,454,453,455","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000091527,CDV3,7,"455,348,452,457,456,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091536,MYO15A,7,"453,456,348,457,455,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091542,ALKBH5,7,"457,452,453,455,348,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091583,APOH,7,"456,455,457,348,453,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091592,NLRP1,7,"454,455,453,457,456,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091622,PITPNM3,7,"457,455,456,453,348,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091640,SPAG7,7,"453,457,454,456,455,452,348","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000091651,ORC6,8,"456,454,453,348,459,455,457,452","E,E,E,E,E,NE,E,E",Conditional
ENSG00000091656,ZFHX4,7,"452,348,453,454,456,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091664,SLC17A6,7,"453,348,452,454,455,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000091704,CPA1,7,"457,455,452,348,453,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
