locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSG00000212884,,1,348,NE,Nonessential
ENSG00000212899,KRTAP3-3,7,"348,452,454,455,453,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000212900,KRTAP3-2,7,"457,455,454,348,452,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000212901,KRTAP3-1,7,"453,348,455,457,454,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000212907,MT-ND4L,1,348,NE,Nonessential
ENSG00000212916,KIAA1383,7,"452,457,348,453,455,456,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000212928,,1,348,NE,Nonessential
ENSG00000212933,KRTAP12-4,7,"348,453,457,452,454,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000212935,KRTAP10-3,7,"455,452,453,457,348,456,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000212938,KRTAP6-3,1,348,NE,Nonessential
ENSG00000212950,,1,348,NE,Nonessential
ENSG00000212993,POU5F1B,5,"348,455,452,454,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000212997,,1,348,NE,Nonessential
ENSG00000212998,C8orf39,1,348,NE,Nonessential
ENSG00000212999,,1,348,NE,Nonessential
ENSG00000213002,,1,348,NE,Nonessential
ENSG00000213015,ZNF580,8,"348,456,459,457,455,453,454,452","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000213020,ZNF611,7,"452,457,348,456,454,453,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213022,KLK9,8,"455,348,452,457,459,453,454,456","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000213023,SYT3,6,"456,457,452,455,453,454","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213024,NUP62,8,"454,452,456,348,459,457,455,453","E,E,E,NE,E,NE,E,NE",Conditional
ENSG00000213029,SPHAR,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000213030,CGB8,7,"348,453,452,456,454,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213047,DENND1B,6,"457,452,454,453,455,456","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213057,C1orf220,1,348,NE,Nonessential
ENSG00000213064,SFT2D2,7,"348,456,454,457,452,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213066,FGFR1OP,7,"454,456,457,452,455,453,348","NE,E,E,NE,NE,E,NE",Conditional
ENSG00000213077,FAM106A,2,"457,453","NE,NE",Nonessential
ENSG00000213079,RBM16,7,"453,452,457,348,456,454,455","E,NE,NE,NE,NE,NE,E",Conditional
ENSG00000213085,CCDC19,3,"453,348,457","NE,NE,NE",Nonessential
ENSG00000213088,DARC,3,"457,453,348","NE,NE,NE",Nonessential
ENSG00000213096,ZNF254,8,"348,456,453,452,451,457,455,454","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000213123,TCTEX1D2,7,"454,455,348,456,453,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213132,,1,348,NE,Nonessential
ENSG00000213139,CRYGS,7,"457,456,348,452,455,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213145,CRIP1,8,"453,348,452,456,457,454,459,455","NE,E,NE,NE,NE,NE,E,NE",Conditional
ENSG00000213160,KLHL23,7,"455,456,453,348,452,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213171,LINGO4,7,"454,452,456,455,453,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213185,FAM24B,9,"459,453,450,454,455,456,348,457,452","E,NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000213186,TRIM59,7,"452,455,457,453,454,348,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213190,MLLT11,7,"456,452,453,454,457,455,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213199,ACCN3,7,"348,452,454,456,453,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213203,GIMAP1,7,"457,456,348,452,454,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213204,C6orf165,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000213213,KIAA1984,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000213214,ARHGEF35,7,"348,452,453,454,455,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213215,OR2F1,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000213218,CSH2,7,"348,457,456,453,452,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213221,DNLZ,8,"453,348,459,457,456,454,455,452","NE,NE,E,NE,E,E,E,E",Conditional
ENSG00000213231,TCL1B,7,"452,457,348,455,454,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213240,NOTCH2NL,3,"457,453,348","NE,NE,NE",Nonessential
ENSG00000213246,SUPT4H1,8,"453,457,455,459,456,454,452,348","E,E,E,E,NE,NE,NE,NE",Conditional
ENSG00000213265,TSGA13,7,"457,348,452,455,453,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213281,NRAS,7,"456,457,452,453,348,454,455","NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000213297,ZNF625,1,348,NE,Nonessential
ENSG00000213316,LTC4S,7,"348,453,456,452,457,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213337,ANKRD39,7,"454,453,348,452,456,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213339,QTRT1,7,"456,452,455,454,348,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213341,CHUK,7,"456,453,455,452,348,454,457","NE,NE,E,NE,E,NE,NE",Conditional
ENSG00000213347,MXD3,7,"452,456,454,457,455,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213366,GSTM2,7,"455,456,457,452,453,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213380,COG8,8,"457,456,348,455,459,454,452,453","E,NE,NE,NE,E,NE,E,E",Conditional
ENSG00000213390,SLIT3,7,"453,455,456,452,457,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213397,HAUS7,8,"348,456,453,455,457,452,459,454","NE,E,E,E,E,NE,E,E",Conditional
ENSG00000213398,LCAT,7,"454,455,456,453,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213401,MAGEA12,7,"457,453,454,455,348,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213402,PTPRCAP,7,"454,453,457,456,455,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213413,PVRIG,7,"452,455,454,456,457,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213416,KRTAP4-12,7,"457,452,453,456,454,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213417,KRTAP2-4,7,"455,456,452,457,453,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213420,GPC2,7,"454,456,452,455,457,348,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213424,KRT222,7,"453,455,456,457,454,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213445,SIPA1,8,"348,453,457,459,452,456,454,455","NE,NE,NE,E,NE,NE,E,NE",Conditional
ENSG00000213462,ERV3,3,"453,348,457","NE,NE,NE",Nonessential
ENSG00000213463,SYNJ2BP,7,"454,453,456,455,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213465,ARL2,8,"459,456,453,457,454,348,452,455","E,E,E,E,E,NE,E,E",Conditional
ENSG00000213471,TTLL13,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000213494,,2,"457,453","NE,NE",Nonessential
ENSG00000213512,GBP7,7,"453,456,457,455,454,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213516,RBMXL1,7,"452,456,455,348,453,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213523,SRA1,8,"457,459,348,452,455,456,453,454","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000213533,TMEM110,7,"455,457,452,348,453,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213551,DNAJC9,8,"456,452,453,457,459,455,454,348","E,E,E,E,E,E,NE,NE",Conditional
ENSG00000213563,C8orf82,7,"348,456,457,453,454,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213578,CPLX3,7,"348,456,457,454,455,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213585,VDAC1,8,"454,455,456,457,459,348,452,453","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000213588,ZBTB9,8,"453,454,457,459,456,452,455,348","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000213593,TMX2,8,"459,455,454,453,348,456,457,452","E,E,E,E,NE,E,E,E",Conditional
ENSG00000213599,SULT1A3,1,348,NE,Nonessential
ENSG00000213614,HEXA,8,"452,348,443,454,453,457,456,455","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000213619,NDUFS3,8,"455,348,452,459,454,456,453,457","NE,NE,NE,E,NE,NE,NE,E",Conditional
ENSG00000213625,LEPROT,7,"457,348,454,455,452,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213626,LBH,8,"348,456,457,459,454,455,452,453","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000213638,ADAT3,6,"455,456,459,348,454,452","NE,NE,E,NE,E,E",Conditional
ENSG00000213639,PPP1CB,8,"452,456,453,455,457,454,459,348","E,E,E,E,E,E,E,NE",Conditional
ENSG00000213648,SULT1A4,7,"455,452,348,456,457,453,454","NE,E,NE,E,NE,NE,NE",Conditional
ENSG00000213654,GPSM3,7,"454,348,455,452,453,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213658,LAT,7,"456,348,454,455,452,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213672,NCKIPSD,8,"453,455,456,454,452,348,451,457","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000213676,ATF6B,7,"454,456,453,455,348,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213689,TREX1,5,"454,455,348,456,452","NE,NE,NE,NE,NE",Nonessential
ENSG00000213694,S1PR3,7,"456,457,454,453,452,455,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000213699,C2orf18,7,"348,453,456,454,457,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213714,C20orf107,8,"452,454,348,456,453,455,457,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000213719,CLIC1,8,"452,348,454,455,451,456,457,453","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000213722,DDAH2,7,"453,452,456,348,454,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213741,RPS29,8,"455,453,454,459,456,452,457,348","E,E,E,E,NE,E,E,NE",Conditional
ENSG00000213759,UGT2B11,7,"456,348,455,457,452,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213760,ATP6V1G2,7,"454,455,456,453,452,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213762,ZNF132,7,"348,456,454,453,455,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213780,GTF2H4,8,"459,456,457,453,455,454,452,348","E,E,NE,NE,E,E,E,NE",Conditional
ENSG00000213782,DDX47,8,"453,454,456,348,457,459,452,455","E,E,E,NE,E,E,E,E",Conditional
ENSG00000213793,,1,348,NE,Nonessential
ENSG00000213799,ZNF845,5,"455,452,348,456,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000213801,ZNF160,1,348,NE,Nonessential
ENSG00000213809,KLRK1,7,"348,455,454,456,453,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213822,CEACAM18,1,348,NE,Nonessential
ENSG00000213828,,1,348,NE,Nonessential
ENSG00000213853,EMP2,7,"457,454,348,455,452,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213859,KCTD11,8,"453,348,457,459,454,456,455,452","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000213865,C8orf44,7,"452,453,457,348,455,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213886,UBD,7,"456,457,452,348,454,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213889,PPM1N,7,"454,453,456,452,457,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213892,CEACAM16,5,"455,452,454,348,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000213901,SLC23A3,7,"456,452,455,454,453,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213903,LTB4R,7,"457,456,348,452,453,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213904,,1,348,NE,Nonessential
ENSG00000213906,LTB4R2,7,"452,457,456,455,348,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213908,CYP2A7P1,1,348,NE,Nonessential
ENSG00000213918,DNASE1,8,"459,452,456,457,453,454,455,348","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000213920,MDP1,7,"452,348,457,455,454,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213921,LEUTX,3,"453,348,457","NE,NE,NE",Nonessential
ENSG00000213922,,1,348,NE,Nonessential
ENSG00000213923,CSNK1E,8,"348,453,452,450,456,457,454,455","E,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000213927,CCL27,7,"455,454,453,348,456,457,452","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000213928,IRF9,7,"452,453,454,455,456,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213930,GALT,7,"453,455,454,452,456,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213931,HBE1,5,"348,452,456,454,455","NE,NE,NE,NE,NE",Nonessential
ENSG00000213934,HBG1,7,"455,454,453,348,456,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213937,CLDN9,8,"452,453,459,454,455,457,348,456","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000213949,ITGA1,7,"452,454,455,453,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213953,,1,348,NE,Nonessential
ENSG00000213965,NUDT19,7,"454,456,348,452,457,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213967,ZNF726,7,"452,454,453,348,456,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213971,,1,348,NE,Nonessential
ENSG00000213973,ZNF99,5,"454,452,348,455,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000213977,TAX1BP3,7,"452,348,457,455,454,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213983,AP1G2,7,"457,456,454,455,453,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213988,ZNF90,7,"452,456,454,457,348,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213993,,1,348,NE,Nonessential
ENSG00000213995,CARKD,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000213996,TM6SF2,7,"348,452,456,454,453,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000213999,MEF2B,7,"455,348,453,452,457,456,454","E,NE,NE,NE,NE,E,NE",Conditional
ENSG00000214013,GANC,7,"453,457,454,348,455,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214014,OVCA2,1,348,NE,Nonessential
ENSG00000214021,TTLL3,6,"348,452,451,454,456,455","NE,NE,E,NE,NE,NE",Conditional
ENSG00000214022,REPIN1,7,"455,348,452,454,456,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214026,MRPL23,10,"459,455,453,348,449,451,452,457,454,456","E,E,E,NE,E,E,E,E,E,E",Conditional
ENSG00000214029,ZNF891,5,"456,348,452,455,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000214042,IFNA7,7,"452,456,348,453,455,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214046,C19orf42,8,"348,452,453,457,459,456,454,455","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000214050,FBXO16,7,"455,452,457,454,348,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214063,TSPAN4,8,"453,459,457,348,456,452,454,455","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000214078,CPNE1,8,"454,457,455,456,348,452,453,451","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000214087,ARL16,8,"456,457,454,455,459,453,348,452","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000214097,C3orf43,3,"453,348,457","NE,NE,NE",Nonessential
ENSG00000214102,WEE2,7,"457,452,456,455,348,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214105,,1,348,NE,Nonessential
ENSG00000214106,,1,348,NE,Nonessential
ENSG00000214107,MAGEB1,7,"348,457,454,456,455,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214109,,1,348,NE,Nonessential
ENSG00000214112,,1,348,NE,Nonessential
ENSG00000214113,LYRM4,7,"456,454,459,452,453,455,457","NE,NE,E,NE,E,NE,E",Conditional
ENSG00000214114,MYCBP,7,"456,457,348,454,455,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214117,,1,348,NE,Nonessential
ENSG00000214128,TMEM213,7,"348,457,454,453,456,452,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214140,PRCD,7,"455,348,453,457,452,456,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214159,,1,348,NE,Nonessential
ENSG00000214160,ALG3,8,"455,457,454,453,348,452,451,456","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000214163,,1,348,NE,Nonessential
ENSG00000214167,,1,348,NE,Nonessential
ENSG00000214176,,1,348,NE,Nonessential
ENSG00000214188,ST7OT4,1,348,NE,Nonessential
ENSG00000214189,ZNF788,1,348,NE,Nonessential
ENSG00000214193,C1orf113,5,"456,452,455,454,348","NE,NE,NE,NE,NE",Nonessential
ENSG00000214194,,1,348,NE,Nonessential
ENSG00000214198,,1,348,NE,Nonessential
ENSG00000214212,C19orf38,7,"455,454,348,453,456,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214215,C12orf74,7,"452,453,348,455,454,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214216,IQCJ,7,"457,452,456,455,453,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214226,C17orf67,6,"452,348,456,459,455,454","NE,NE,NE,E,NE,NE",Conditional
ENSG00000214232,,1,348,NE,Nonessential
ENSG00000214239,,1,348,NE,Nonessential
ENSG00000214253,FIS1,8,"348,454,452,453,455,456,459,457","NE,E,E,E,E,NE,E,E",Conditional
ENSG00000214262,ANKRD36BP1,1,348,NE,Nonessential
ENSG00000214265,SNURF,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000214274,ANG,7,"348,457,454,455,453,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214279,,1,348,NE,Nonessential
ENSG00000214285,NPS,6,"456,348,455,452,454,459","NE,NE,NE,NE,NE,E",Conditional
ENSG00000214290,C11orf93,7,"348,456,457,453,454,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214294,,1,348,NE,Nonessential
ENSG00000214300,SPDYE3,7,"348,452,457,456,454,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214305,,1,348,NE,Nonessential
ENSG00000214306,,1,348,NE,Nonessential
ENSG00000214309,MBLAC1,8,"348,457,459,453,452,455,456,454","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000214314,,1,348,NE,Nonessential
ENSG00000214324,C3orf56,3,"453,348,457","NE,NE,NE",Nonessential
ENSG00000214331,,1,348,NE,Nonessential
ENSG00000214338,KIAA0408,5,"348,454,452,456,455","NE,NE,NE,NE,NE",Nonessential
ENSG00000214353,,1,348,NE,Nonessential
ENSG00000214357,NEURL1B,7,"348,452,456,454,455,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214360,EFCAB9,7,"453,455,454,457,348,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214367,HAUS3,8,"456,457,453,348,454,455,459,452","E,E,E,NE,E,E,E,E",Conditional
ENSG00000214376,C11orf90,7,"454,455,456,348,453,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214397,,1,348,NE,Nonessential
ENSG00000214401,,1,348,NE,Nonessential
ENSG00000214402,LCNL1,8,"348,450,452,456,453,457,454,455","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000214413,NCRNA00081,8,"455,456,452,348,457,454,453,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000214415,GNAT3,7,"457,456,348,452,453,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214425,,1,348,NE,Nonessential
ENSG00000214435,AS3MT,7,"452,456,455,348,457,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214447,FAM187A,1,348,NE,Nonessential
ENSG00000214456,PLIN5,7,"454,348,457,455,456,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214479,,1,348,NE,Nonessential
ENSG00000214491,,5,"455,454,348,452,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000214510,SPINK13,5,"456,348,454,452,455","NE,NE,NE,NE,NE",Nonessential
ENSG00000214511,HIGD1C,7,"455,452,348,456,454,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214513,NOTO,7,"453,456,452,454,455,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214517,PPME1,8,"459,348,452,453,456,455,457,454","E,E,NE,E,NE,NE,E,NE",Conditional
ENSG00000214518,KRTAP2-2,4,"456,452,454,455","NE,NE,NE,E",Conditional
ENSG00000214530,STARD10,7,"455,452,453,454,457,456,451","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000214546,,1,348,NE,Nonessential
ENSG00000214556,C17orf98,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000214562,FAM22D,7,"456,348,457,452,453,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214575,CPEB1,7,"348,455,457,454,453,452,456","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000214581,,1,348,NE,Nonessential
ENSG00000214595,EML6,7,"348,456,457,454,455,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214597,,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000214614,,1,348,NE,Nonessential
ENSG00000214618,IGHV2OR16-5,1,348,NE,Nonessential
ENSG00000214619,VPRBP,1,348,NE,Nonessential
ENSG00000214642,DEFB113,7,"454,457,456,453,455,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214643,DEFB133,1,348,NE,Nonessential
ENSG00000214645,,1,348,NE,Nonessential
ENSG00000214646,,1,348,NE,Nonessential
ENSG00000214652,ZNF727,4,"454,456,452,455","NE,NE,NE,NE",Nonessential
ENSG00000214655,KIAA0913,6,"459,348,456,452,455,454","E,NE,NE,E,NE,E",Conditional
ENSG00000214670,,1,348,NE,Nonessential
ENSG00000214681,IQCF5,7,"454,348,453,455,452,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214686,IQCF6,5,"454,348,456,455,452","NE,NE,NE,NE,NE",Nonessential
ENSG00000214688,C10orf105,7,"452,454,455,453,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214694,ARHGEF33,5,"348,454,452,455,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000214700,C12orf71,7,"456,348,454,457,453,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214702,,1,348,NE,Nonessential
ENSG00000214706,IFRD2,6,"348,456,454,459,452,455","NE,NE,NE,E,NE,NE",Conditional
ENSG00000214708,,1,348,NE,Nonessential
ENSG00000214711,CAPN14,7,"455,454,457,456,348,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214717,ZBED1,7,"456,455,453,454,452,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214725,,1,348,NE,Nonessential
ENSG00000214732,,1,348,NE,Nonessential
ENSG00000214734,,1,348,NE,Nonessential
ENSG00000214736,TOMM6,7,"348,455,456,457,454,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214753,HNRNPUL2,8,"455,348,452,453,457,454,456,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000214756,METTL12,7,"457,453,455,348,452,456,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214770,,1,348,NE,Nonessential
ENSG00000214773,,1,348,NE,Nonessential
ENSG00000214780,,1,348,NE,Nonessential
ENSG00000214782,,1,348,NE,Nonessential
ENSG00000214787,MS4A4E,4,"453,457,459,348","NE,NE,E,NE",Conditional
ENSG00000214788,,1,348,NE,Nonessential
ENSG00000214814,FER1L6,5,"348,452,454,455,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000214819,CDRT15L2,7,"348,453,452,455,454,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214827,MTCP1,7,"456,452,453,348,454,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214840,,1,348,NE,Nonessential
ENSG00000214841,,1,348,NE,Nonessential
ENSG00000214842,RAD51AP2,8,"454,453,452,451,348,456,457,455","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000214844,,1,348,NE,Nonessential
ENSG00000214854,,1,348,NE,Nonessential
ENSG00000214860,EVPLL,7,"455,348,457,453,452,456,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214866,DCDC2C,1,348,NE,Nonessential
ENSG00000214871,,1,348,NE,Nonessential
ENSG00000214872,SMTNL1,1,348,NE,Nonessential
ENSG00000214891,TRIM64C,1,348,NE,Nonessential
ENSG00000214899,C17orf84,1,348,NE,Nonessential
ENSG00000214900,C14orf182,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000214919,,1,348,NE,Nonessential
ENSG00000214921,,1,348,NE,Nonessential
ENSG00000214929,FAM75D1,7,"348,454,455,453,456,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214940,,1,348,NE,Nonessential
ENSG00000214941,ZSWIM7,7,"348,452,455,454,457,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214943,GPR33,2,"348,451","NE,E",Conditional
ENSG00000214944,,7,"348,452,456,455,457,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000214946,TBC1D26,5,"455,454,456,348,452","NE,NE,NE,NE,NE",Nonessential
ENSG00000214954,LRRC69,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000214960,ISPD,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000214967,,1,348,NE,Nonessential
ENSG00000214970,,1,348,NE,Nonessential
ENSG00000214978,,1,348,NE,Nonessential
